abh_number ,b&f_number ,scientific_name ,vernacular_name ,family 
49.156,,Hedya variegana,Marbled Orchard Tortrix,Tortricidae
49.157,1082,Hedya pruniana,Plum Tortrix,Tortricidae
49.158,1084,Hedya ochroleucana,,Tortricidae
49.159,1085,Hedya atropunctana,,Tortricidae
49.159,,Hedya dimidiana,,Tortricidae
49.16,1065,Celypha rufana,,Tortricidae
49.161,1063,Celypha striana,,Tortricidae
49.162,1064,Celypha rosaceana,,Tortricidae
49.162,,Celypha purpurana,,Tortricidae
49.163,1067a,Celypha rurestrana,,Tortricidae
49.164,1067,Celypha cespitana,,Tortricidae
49.165,1066,Celypha woodiana,,Tortricidae
49.166,1076,Celypha lacunana,,Tortricidae
49.167,1068,Celypha rivulana,,Tortricidae
49.168,1078,Celypha doubledayana,,Tortricidae
49.169,1069,Celypha aurofasciana,,Tortricidae
49.17,1077,Phiaris obsoletana,,Tortricidae
49.171,1072,Phiaris metallicana,,Tortricidae
49.172,1073,Phiaris schulziana,,Tortricidae
49.173,1075,Phiaris micana,,Tortricidae
49.173,,Olethreutes olivana,,Tortricidae
49.174,1074,Phiaris palustrana,,Tortricidae
49.175,1081,Pristerognatha penthinana,,Tortricidae
49.176,1080a,Cymolomia hartigiana,,Tortricidae
49.177,1071,Argyroploce arbutella,,Tortricidae
49.178,1070,Stictea mygindiana,,Tortricidae
49.179,1080,Olethreutes arcuella,,Tortricidae
49.18,1079,Piniphila bifasciana,,Tortricidae
49.181,1105,Lobesia occidentis,,Tortricidae
49.182,1107,Lobesia botrana,European Vine Moth,Tortricidae
49.183,1108,Lobesia abscisana,,Tortricidae
49.184,1106,Lobesia reliquana,,Tortricidae
49.185,1109,Lobesia littoralis,,Tortricidae
49.186,1097,Endothenia gentianaeana,,Tortricidae
49.187,1098,Endothenia oblongana,,Tortricidae
49.188,1099,Endothenia marginana,,Tortricidae
49.188,,Endothenia sellana,,Tortricidae
49.189,1100,Endothenia pullana,,Tortricidae
49.19,1101,Endothenia ustulana,,Tortricidae
49.191,1102,Endothenia nigricostana,,Tortricidae
49.192,1103,Endothenia ericetana,,Tortricidae
49.193,1104,Endothenia quadrimaculana,,Tortricidae
49.194,1111,Bactra lancealana,,Tortricidae
49.195,1110,Bactra furfurana,,Tortricidae
49.196,1111a,Bactra lacteana,,Tortricidae
49.197,1112,Bactra robustana,,Tortricidae
49.198,1112a,Bactra venosana,,Tortricidae
49.199,1217,Eucosmomorpha albersana,,Tortricidae
49.2,1216,Enarmonia formosana,Cherry Bark Tortrix,Tortricidae
49.2001,,Tetramoera langmaidi,,Tortricidae
49.201,1117,Ancylis unguicella,,Tortricidae
49.202,1118,Ancylis uncella,,Tortricidae
49.203,1123,Ancylis laetana,,Tortricidae
49.204,1122,Ancylis obtusana,,Tortricidae
49.205,1116,Ancylis comptana,,Tortricidae
49.206,1121,Ancylis upupana,,Tortricidae
49.207,1119,Ancylis geminana,,Tortricidae
49.207,,Ancylis biaruana,,Tortricidae
49.208,1119b,Ancylis subarcuana,,Tortricidae
49.208,,Ancylis inornatana,,Tortricidae
49.209,1119a,Ancylis diminutana,,Tortricidae
49.21,1125,Ancylis unculana,,Tortricidae
49.211,1128,Ancylis myrtillana,,Tortricidae
49.212,1129,Ancylis apicella,,Tortricidae
49.213,1127,Ancylis paludana,,Tortricidae
49.214,1126,Ancylis badiana,,Tortricidae
49.215,1115,Ancylis achatana,,Tortricidae
49.216,1120,Ancylis mitterbacheriana,,Tortricidae
49.217,1124,Ancylis tineana,,Tortricidae
49.218,1189,Eriopsela quadrana,,Tortricidae
49.219,1204,Thiodia citrana,,Tortricidae
49.22,1162,Rhopobota myrtillana,,Tortricidae
49.221,1161,Rhopobota stagnana,,Tortricidae
49.222,1158,Rhopobota ustomaculana,,Tortricidae
49.223,1159,Rhopobota naevana,Holly Tortrix,Tortricidae
49.223,,Rhopobota unipunctana,Holly Tortrix,Tortricidae
49.224,1205,Spilonota ocellana,Bud Moth,Tortricidae
49.225,1205a,Spilonota laricana,,Tortricidae
49.226,1160,Acroclita subsequana,,Tortricidae
49.227,1173,Gibberifera simplana,,Tortricidae
49.228,1153,Epinotia sordidana,,Tortricidae
49.229,1154,Epinotia caprana,,Tortricidae
49.23,1151,Epinotia trigonella,,Tortricidae
49.23,,Epinotia stroemiana,,Tortricidae
49.231,1155,Epinotia brunnichana,,Tortricidae
49.232,1152,Epinotia maculana,,Tortricidae
49.233,1156,Epinotia solandriana,,Tortricidae
49.234,1150,Epinotia abbreviana,,Tortricidae
49.234,,Epinotia trimaculana,,Tortricidae
49.235,1141,Epinotia nemorivaga,,Tortricidae
49.236,1144a,Epinotia granitana,,Tortricidae
49.237,1144,Epinotia signatana,,Tortricidae
49.238,1147,Epinotia cruciana,Willow Tortrix,Tortricidae
49.239,1148,Epinotia mercuriana,,Tortricidae
49.24,1136,Epinotia immundana,,Tortricidae
49.241,1149,Epinotia crenana,,Tortricidae
49.242,1145,Epinotia nanana,,Tortricidae
49.243,1135,Epinotia demarniana,,Tortricidae
49.243,,Epinotia rhomboidella,,Tortricidae
49.244,1132,Epinotia subocellana,,Tortricidae
49.245,1137,Epinotia tetraquetrana,,Tortricidae
49.246,1130,Epinotia pygmaeana,,Tortricidae
49.247,1131,Epinotia subsequana,,Tortricidae
49.248,1139,Epinotia tenerana,Nut Bud Moth,Tortricidae
49.249,1134,Epinotia ramella,,Tortricidae
49.25,1140,Epinotia nigricana,,Tortricidae
49.251,1146,Epinotia rubiginosana,,Tortricidae
49.252,1142,Epinotia tedella,,Tortricidae
49.253,1143,Epinotia fraternana,,Tortricidae
49.254,1133,Epinotia bilunana,,Tortricidae
49.255,1138,Epinotia nisella,,Tortricidae
49.256,1138a,Epinotia cinereana,,Tortricidae
49.257,1166,Zeiraphera griseana,Larch Tortrix,Tortricidae
49.257,,Zeiraphera diniana,Larch Tortrix,Tortricidae
49.258,1164,Zeiraphera rufimitrana,,Tortricidae
49.259,1163,Zeiraphera ratzeburgiana,Spruce Bud Moth,Tortricidae
49.26,1165,Zeiraphera isertana,,Tortricidae
49.261,1157,Crocidosema plebejana,,Tortricidae
49.262,1198,Phaneta pauperana,,Tortricidae
49.263,1188,Pelochrista caecimaculana,,Tortricidae
49.264,1202,Eucosma obumbratana,,Tortricidae
49.265,1201,Eucosma cana,,Tortricidae
49.266,1200,Eucosma hohenwartiana,,Tortricidae
49.267,1200b,Eucosma fulvana,,Tortricidae
49.268,1200a,Eucosma parvulana,,Tortricidae
49.269,1197,Eucosma campoliliana,,Tortricidae
49.27,1194,Eucosma aemulana,,Tortricidae
49.271,1191,Eucosma rubescana,,Tortricidae
49.271,,Eucosma catoptrana,,Tortricidae
49.271,,Eucosma heringiana,,Tortricidae
49.272,1193,Eucosma tripoliana,,Tortricidae
49.273,1195,Eucosma lacteana,,Tortricidae
49.273,,Eucosma maritima,,Tortricidae
49.274,1196,Eucosma metzneriana,,Tortricidae
49.275,1192,Eucosma conterminana,,Tortricidae
49.276,1190,Eucosma aspidiscana,,Tortricidae
49.277,1199,Eucosma pupillana,,Tortricidae
49.278,1171,Gypsonoma minutana,,Tortricidae
49.279,1169,Gypsonoma dealbana,,Tortricidae
49.28,1170,Gypsonoma oppressana,,Tortricidae
49.281,1168,Gypsonoma sociana,,Tortricidae
49.282,1172,Gypsonoma nitidulana,,Tortricidae
49.283,1167,Gypsonoma aceriana,,Tortricidae
49.284,1186,Epiblema sticticana,,Tortricidae
49.284,,Epiblema farfarae,,Tortricidae
49.285,1184,Epiblema scutulana,,Tortricidae
49.286,1184a,Epiblema cirsiana,,Tortricidae
49.287,1185,Epiblema cnicicolana,,Tortricidae
49.288,1183,Epiblema foenella,,Tortricidae
49.289,1187,Epiblema costipunctana,,Tortricidae
49.29,1182,Epiblema turbidana,,Tortricidae
49.291,1181,Epiblema grandaevana,,Tortricidae
49.292,1174,Notocelia cynosbatella,,Tortricidae
49.293,1180,Notocelia tetragonana,,Tortricidae
49.294,1175,Notocelia uddmanniana,Bramble Shoot Moth,Tortricidae
49.295,1178,Notocelia roborana,,Tortricidae
49.296,1179,Notocelia incarnatana,,Tortricidae
49.297,1177,Notocelia rosaecolana,,Tortricidae
49.298,1176,Notocelia trimaculana,,Tortricidae
49.2981,1209a,Pseudococcyx tessulatana,,Tortricidae
49.299,1208,Pseudococcyx posticana,,Tortricidae
49.3,1209,Pseudococcyx turionella,Pine Bud Moth,Tortricidae
49.301,1214,Retinia resinella,Pine Resin-gall Moth,Tortricidae
49.302,1207a,Gravitarmata margarotana,,Tortricidae
49.303,1206,Clavigesta sylvestrana,,Tortricidae
49.304,1207,Clavigesta purdeyi,Pine Leaf-mining Moth,Tortricidae
49.305,1210,Rhyacionia buoliana,Pine Shoot Moth,Tortricidae
49.306,1211,Rhyacionia pinicolana,,Tortricidae
49.307,1212,Rhyacionia pinivorana,Spotted Shoot Moth,Tortricidae
49.308,1213,Rhyacionia logaea,Elgin Shoot Moth,Tortricidae
49.309,1285,Dichrorampha plumbana,,Tortricidae
49.31,1286,Dichrorampha sedatana,,Tortricidae
49.311,1287,Dichrorampha aeratana,,Tortricidae
49.312,1280,Dichrorampha consortana,,Tortricidae
49.313,1279,Dichrorampha acuminatana,,Tortricidae
49.314,1282,Dichrorampha sylvicolana,,Tortricidae
49.315,1281,Dichrorampha simpliciana,,Tortricidae
49.316,1278,Dichrorampha sequana,,Tortricidae
49.317,1277,Dichrorampha senectana,,Tortricidae
49.318,1284,Dichrorampha vancouverana,,Tortricidae
49.318,,Dichrorampha gueneeana,,Tortricidae
49.319,1275,Dichrorampha flavidorsana,,Tortricidae
49.32,1274,Dichrorampha alpinana,,Tortricidae
49.321,1273,Dichrorampha petiverella,,Tortricidae
49.322,1276,Dichrorampha plumbagana,,Tortricidae
49.323,1283,Dichrorampha montanana,,Tortricidae
49.324,1257,Cydia nigricana,Pe,Tortricidae
49.324,,Cydia rusticella,Pe,Tortricidae
49.325,1255,Cydia ulicetana,,Tortricidae
49.325,,Cydia succedana,,Tortricidae
49.326,1255a,Cydia medicaginis,Alfalf,Tortricidae
49.327,1220,Cydia microgrammana,,Tortricidae
49.328,1265,Cydia cognatana,,Tortricidae
49.329,1266a,Cydia illutana,,Tortricidae
49.33,1269,Cydia conicolana,,Tortricidae
49.331,1270,Cydia corollana,,Tortricidae
49.332,1268,Cydia coniferana,,Tortricidae
49.333,1266b,Cydia indivisa,,Tortricidae
49.334,1267,Cydia cosmophorana,,Tortricidae
49.335,1254,Cydia strobilella,Spruce Seed Moth,Tortricidae
49.336,1266,Cydia pactolana,,Tortricidae
49.337,1258,Cydia millenniana,,Tortricidae
49.337,,Cydia deciduana,,Tortricidae
49.338,1261,Cydia pomonella,Codling Moth,Tortricidae
49.339,1256,Cydia servillana,,Tortricidae
49.34,1264,Cydia leguminana,,Tortricidae
49.341,1260,Cydia splendana,,Tortricidae
49.3411,1262a,Cydia deshaisiana,Jumping Bean Moth,Tortricidae
49.3411,1262a,Cydia saltitans,,Tortricidae
49.342,1259,Cydia fagiglandana,,Tortricidae
49.342,,Cydia grossana,,Tortricidae
49.3421,1269a,Cydia injectiva,,Tortricidae
49.343,1262,Cydia amplana,,Tortricidae
49.3431,1215,Thaumatotibia leucotreta,False Codling Moth,Tortricidae
49.344,1263,Cydia inquinatana,,Tortricidae
49.345,1219,Lathronympha strigana,,Tortricidae
49.346,1218,Selania leplastriana,,Tortricidae
49.347,1241,Grapholita compositella,,Tortricidae
49.348,1243,Grapholita pallifrontana,,Tortricidae
49.349,1242,Grapholita internana,,Tortricidae
49.35,1240,Grapholita caecana,,Tortricidae
49.351,1252,Grapholita lunulana,,Tortricidae
49.352,1253,Grapholita orobana,,Tortricidae
49.353,1244,Grapholita gemmiferana,,Tortricidae
49.354,1251,Grapholita jungiella,,Tortricidae
49.3541,1248,Grapholita molesta,Oriental Fruit Moth,Tortricidae
49.355,1250,Grapholita lathyrana,,Tortricidae
49.356,1249,Grapholita lobarzewskii,,Tortricidae
49.356,,Grapholita prunivorana,,Tortricidae
49.357,1247,Grapholita funebrana,Plum Fruit Moth,Tortricidae
49.358,1246,Grapholita tenebrosana,,Tortricidae
49.359,1245,Grapholita janthinana,,Tortricidae
49.36,1223,Pammene splendidulana,,Tortricidae
49.361,1228a,Pammene ignorata,,Tortricidae
49.362,1227,Pammene giganteana,,Tortricidae
49.362,,Pammene inquilina,,Tortricidae
49.363,1228,Pammene argyrana,,Tortricidae
49.364,1230,Pammene suspectana,,Tortricidae
49.365,1229,Pammene albuginana,,Tortricidae
49.366,1225,Pammene obscurana,,Tortricidae
49.367,1236,Pammene fasciana,,Tortricidae
49.367,,Pammene juliana,,Tortricidae
49.368,1236a,Pammene herrichiana,,Tortricidae
49.369,1226,Pammene agnotana,,Tortricidae
49.37,1224,Pammene luedersiana,,Tortricidae
49.371,1239,Pammene rhediella,Fruitlet Mining Tortrix,Tortricidae
49.372,1232,Pammene populana,,Tortricidae
49.373,1231,Pammene spiniana,,Tortricidae
49.374,1235,Pammene trauniana,,Tortricidae
49.375,1234,Pammene regiana,,Tortricidae
49.376,1233,Pammene aurita,,Tortricidae
49.376,,Pammene aurantiana,,Tortricidae
49.377,1237,Pammene germmana,,Tortricidae
49.378,1238,Pammene ochsenheimeriana,,Tortricidae
49.379,1272,Pammene aurana,,Tortricidae
49.38,1271,Pammene gallicana,,Tortricidae
49.381,1221,Strophedra weirana,,Tortricidae
49.382,1222,Strophedra nitidana,,Tortricidae
36.002,879,Batrachedra pinicolella,,Batrachedridae
62.001,1428,Aphomia sociella,Bee Moth,Pyralidae
62.002,1429,Aphomia zelleri,,Pyralidae
62.0021,1431,Aphomia sabella,,Pyralidae
62.003,1430,Paralipsa gularis,Stored Nut Moth,Pyralidae
62.004,1427,Corcyra cephalonica,Rice Moth,Pyralidae
62.005,1426,Achroia grisella,Lesser Wax Moth,Pyralidae
62.006,1425,Galleria mellonella,Wax Moth,Pyralidae
62.007,1433,Cryptoblabes bistriga,,Pyralidae
62.0071,1434,Cryptoblabes gnidiella,,Pyralidae
62.008,1446,Salebriopsis albicilla,,Pyralidae
62.009,1448a,Elegia fallax,,Pyralidae
62.01,1449,Elegia similella,,Pyralidae
62.011,1450,Ortholepis betulae,,Pyralidae
62.012,1451,Matilella fusca,,Pyralidae
62.013,1444,Moitrelia obductella,,Pyralidae
62.014,1463,Pempeliella ornatella,,Pyralidae
62.015,1462,Delplanqueia dilutella,,Pyralidae
62.0151,,Delplanqueia inscriptella,,Pyralidae
62.016,1447,Sciota hostilis,,Pyralidae
62.017,1447a,Sciota adelphella,,Pyralidae
62.018,1447b,Sciota rhenella,,Pyralidae
62.018,,Sciotia rhenella,,Pyralidae
62.0181,1448,Selagia argyrella,,Pyralidae
62.019,1453,Pima boisduvaliella,,Pyralidae
62.02,1451a,Etiella zinckenella,,Pyralidae
62.021,1441,Oncocera semirubella,,Pyralidae
62.022,1443,Pempelia genistella,,Pyralidae
62.023,1442,Pempelia palumbella,,Pyralidae
62.023,,Oncocera palumbella,,Pyralidae
62.024,1445,Rhodophaea formosa,,Pyralidae
62.024,,Oncocera formosa,,Pyralidae
62.025,1454b,Dioryctria sylvestrella,,Pyralidae
62.026,1454a,Dioryctria schuetzeella,,Pyralidae
62.027,1455,Dioryctria simplicella,,Pyralidae
62.028,1454,Dioryctria abietella,,Pyralidae
62.029,1452,Phycita roborella,,Pyralidae
62.03,1457,Hypochalcia ahenella,,Pyralidae
62.031,1456,Epischnia asteris,,Pyralidae
62.032,1465,Nephopterix angustella,,Pyralidae
62.0321,1466,Mussidia nigrivenella,,Pyralidae
62.033,1435,Acrobasis tumidana,,Pyralidae
62.034,1436,Acrobasis repandana,,Pyralidae
62.035,1439,Acrobasis advenella,,Pyralidae
62.036,1438,Acrobasis suavella,,Pyralidae
62.037,1440,Acrobasis marmorea,,Pyralidae
62.038,1437,Acrobasis consociella,,Pyralidae
62.039,1486,Apomyelois bistriatella,,Pyralidae
62.039,,Apomyelois bistriatella subcognata,,Pyralidae
62.04,1460,Apomyelois ceratoniae,Locust Bean Moth,Pyralidae
62.041,1459,Eurhodope cirrigerella,,Pyralidae
62.042,1458,Myelois circumvoluta,Thistle Ermine,Pyralidae
62.043,1464,Gymnancyla canella,,Pyralidae
62.044,1464b,Ancylodes pallens,,Pyralidae
62.045,1464a,Zophodia grossulariella,,Pyralidae
62.046,1461a,Eccopisa effractella,,Pyralidae
62.047,1461,Assara terebrella,,Pyralidae
62.048,1470,Euzophera pinguis,,Pyralidae
62.049,1472,Euzophera bigella,,Pyralidae
62.0491,1471,Euzophera osseatella,,Pyralidae
62.05,1469,Euzophera cinerosella,,Pyralidae
62.051,1468,Nyctegretis lineana,,Pyralidae
62.051,,Nyctegretis achatinella,,Pyralidae
62.052,1466a,Ancylosis cinnamomella,,Pyralidae
62.053,1467,Ancylosis oblitella,,Pyralidae
62.054,1481,Homoeosoma sinuella,,Pyralidae
62.055,1480,Homoeosoma nebulella,,Pyralidae
62.056,1482,Homoeosoma nimbella,,Pyralidae
62.057,1485,Phycitodes maritima,,Pyralidae
62.058,1483,Phycitodes binaevella,,Pyralidae
62.059,1484,Phycitodes saxicola,,Pyralidae
62.06,1478a,Vitula edmandsii,,Pyralidae
62.061,1478b,Vitula biviella,,Pyralidae
62.062,1479,Plodia interpunctella,Indian Meal Moth,Pyralidae
62.063,1475,Ephestia kuehniella,Mediterranean Flour Moth,Pyralidae
62.064,1473,Ephestia elutella,Cacao Moth,Pyralidae
62.065,1474,Ephestia unicolorella,,Pyralidae
62.065,,Ephestia parasitella,,Pyralidae
62.066,1477,Cadra figulilella,Raisin Moth,Pyralidae
62.067,1476,Cadra cautella,Dried Currant Moth,Pyralidae
62.068,1478,Cadra calidella,Dried Fruit Moth,Pyralidae
62.069,1432,Anerastia lotella,,Pyralidae
62.07,1414,Synaphe punctalis,,Pyralidae
62.071,1416,Pyralis lienigialis,,Pyralidae
62.0711,1419,Pyralis pictalis,Painted Meal Moth,Pyralidae
62.0712,1418,Pyralis manihotalis,,Pyralidae
62.072,1417,Pyralis farinalis,Meal Moth,Pyralidae
62.0721,1422,Aglossa dimidiatus,Tea Tabby,Pyralidae
62.0722,1423,Aglossa ocellalis,,Pyralidae
62.073,1420,Aglossa caprealis,Small Tabby,Pyralidae
62.074,1421,Aglossa pinguinalis,Large Tabby,Pyralidae
62.075,1413,Hypsopygia costalis,Gold Triangle,Pyralidae
62.076,1415,Hypsopygia glaucinalis,,Pyralidae
62.0761,1424a,Endotricha consobrinalis,,Pyralidae
62.077,1424,Endotricha flammealis,,Pyralidae
63.001,1372,Paracorsia repandalis,,Crambidae
63.002,1368,Loxostege sticticalis,,Crambidae
63.003,1367,Pyrausta cingulata,,Crambidae
63.004,1364,Pyrausta sanguinalis,,Crambidae
63.005,1365,Pyrausta despicata,,Crambidae
63.006,1361,Pyrausta aurata,,Crambidae
63.007,1362,Pyrausta purpuralis,,Crambidae
63.008,1363,Pyrausta ostrinalis,,Crambidae
63.009,1366,Pyrausta nigrata,,Crambidae
63.01,1366a,Pyrausta aerealis,,Crambidae
63.011,1369,Uresiphita gilvata,,Crambidae
63.011,,Uresiphita limbalis,,Crambidae
63.011,,Uresiphita polygonalis,,Crambidae
63.012,1369a,Uresiphita reversalis,,Crambidae
63.013,1387,Nascia cilialis,,Crambidae
63.014,1370,Sitochroa palealis,,Crambidae
63.015,1371,Sitochroa verticalis,,Crambidae
63.016,1386,Anania fuscalis,,Crambidae
63.017,1377,Anania lancealis,,Crambidae
63.017,,Eurrhypara lancealis,,Crambidae
63.018,1378,Anania coronata,,Crambidae
63.018,,Eurrhypara coronata,,Crambidae
63.019,1384,Anania stachydalis,,Crambidae
63.02,1380,Anania perlucidalis,,Crambidae
63.021,1379,Anania terrealis,,Crambidae
63.021,,Eurrhypara terrealis,,Crambidae
63.022,1385,Anania crocealis,,Crambidae
63.023,1382,Anania verbascalis,,Crambidae
63.024,1381,Anania funebris,,Crambidae
63.025,1376,Anania hortulata,Small Magpie,Crambidae
63.026,1374a,Sclerocona acutellus,,Crambidae
63.027,1383,Psammotis pulveralis,,Crambidae
63.028,1375,Ostrinia nubilalis,European Corn-borer,Crambidae
63.029,1373,Paratalanta pandalis,Bordered Pearl,Crambidae
63.03,1374,Paratalanta hyalinalis,,Crambidae
63.031,1395,Udea ferrugalis,Rusty-dot Pearl,Crambidae
63.032,1389,Udea fulvalis,,Crambidae
63.033,1388,Udea lutealis,,Crambidae
63.034,1390,Udea prunalis,,Crambidae
63.035,1393,Udea uliginosalis,,Crambidae
63.036,1391,Udea decrepitalis,,Crambidae
63.037,1392,Udea olivalis,,Crambidae
63.038,1405,Pleuroptya ruralis,Mother of Pearl,Crambidae
63.0381,1407,Pleuroptya aegrotalis,,Crambidae
63.039,1396,Mecyna flavalis,,Crambidae
63.039,,Mecyna flavalis flaviculalis,,Crambidae
63.04,1397,Mecyna asinalis,,Crambidae
63.041,1410,Agrotera nemoralis,,Crambidae
63.042,1397a,Diplopseustis perieresalis,,Crambidae
63.0421,1402a,Diasemia accalis,,Crambidae
63.043,1402,Diasemia reticularis,,Crambidae
63.043,,Diasemia litterata,,Crambidae
63.044,1403,Diasemiopsis ramburialis,,Crambidae
63.045,1401,Maruca vitrata,Mung Moth,Crambidae
63.045,,Maruca testulalis,Mung Moth,Crambidae
63.046,1403a,Duponchelia fovealis,,Crambidae
63.047,1404,Spoladea recurvalis,,Crambidae
63.048,1408,Palpita vitrealis,,Crambidae
63.048,,Palpita unionalis,,Crambidae
63.049,1408a,Hodebertia testalis,,Crambidae
63.0491,1409,Diaphania hyalinata,Melonworm,Crambidae
63.0491,1409,Diaphania indica,Melonworm,Crambidae
63.05,1399,Dolicharthria punctalis,,Crambidae
63.051,1400,Antigastra catalaunalis,,Crambidae
63.052,1398,Nomophila noctuella,Rush Veneer,Crambidae
63.0521,1412a,Conogethes punctiferalis,,Crambidae
63.0522,1411,Leucinodes vagans,,Crambidae
63.0523,1411a,Leucinodes orbonalis,,Crambidae
63.0524,1412,Sceliodes laisalis,,Crambidae
63.053,1398a,Nomophila nearctica,,Crambidae
63.054,1409a,Cydalima perspectalis,Box-tree Moth,Crambidae
63.055,1406a,Herpetogramma licarsisalis,Grass Webworm,Crambidae
63.056,1359,Cynaeda dentalis,,Crambidae
63.0561,1359b,Eustixia pupula,,Crambidae
63.057,1356,Evergestis forficalis,Garden Pebble,Crambidae
63.058,1357,Evergestis extimalis,,Crambidae
63.059,1356a,Evergestis limbata,,Crambidae
63.06,1358,Evergestis pallidata,,Crambidae
63.061,1360,Hellula undalis,Old World Webworm,Crambidae
63.062,1332,Scoparia subfusca,,Crambidae
63.063,1334a,Scoparia basistrigalis,,Crambidae
63.064,1334,Scoparia ambigualis,,Crambidae
63.064,,Scoparia ambigualis f. atomalis,,Crambidae
63.065,1335,Scoparia ancipitella,,Crambidae
63.065,,Scoparia ulmella,,Crambidae
63.066,1333,Scoparia pyralella,,Crambidae
63.067,1338,Eudonia lacustrata,,Crambidae
63.067,,Dipleurina crataegella,,Crambidae
63.068,1339,Eudonia murana,,Crambidae
63.069,1342,Eudonia angustea,,Crambidae
63.07,1337,Eudonia alpina,,Crambidae
63.071,1341,Eudonia lineola,,Crambidae
63.072,1343,Eudonia delunella,,Crambidae
63.073,1340,Eudonia truncicolella,,Crambidae
63.074,1344,Eudonia mercurella,,Crambidae
63.075,1336,Eudonia pallida,,Crambidae
63.076,1289,Euchromius ocellea,,Crambidae
63.0761,1289a,Euchromius cambridgei,,Crambidae
63.077,1290,Chilo phragmitella,,Crambidae
63.078,1291,Friedlanderia cicatricella,,Crambidae
63.079,1292,Calamotropha paludella,,Crambidae
63.08,1293,Chrysoteuchia culmella,Garden Grass-veneer,Crambidae
63.081,1294,Crambus pascuella,,Crambidae
63.082,1296,Crambus silvella,,Crambidae
63.083,1297,Crambus uliginosellus,,Crambidae
63.084,1298,Crambus ericella,,Crambidae
63.085,1300,Crambus pratella,,Crambidae
63.086,1301,Crambus lathoniellus,,Crambidae
63.087,1299,Crambus hamella,,Crambidae
63.088,1302,Crambus perlella,,Crambidae
63.0881,1295,Crambus leucoschalis,,Crambidae
63.089,1305,Agriphila tristella,,Crambidae
63.09,1306,Agriphila inquinatella,,Crambidae
63.091,1307,Agriphila latistria,,Crambidae
63.092,1303,Agriphila selasella,,Crambidae
63.093,1304,Agriphila straminella,,Crambidae
63.094,1308,Agriphila poliellus,,Crambidae
63.095,1309,Agriphila geniculea,,Crambidae
63.096,1310,Catoptria permutatellus,,Crambidae
63.097,1311,Catoptria osthelderi,,Crambidae
63.098,1312,Catoptria speculalis,,Crambidae
63.099,1313,Catoptria pinella,,Crambidae
63.1,1314,Catoptria margaritella,,Crambidae
63.101,1315,Catoptria furcatellus,,Crambidae
63.102,1316,Catoptria falsella,,Crambidae
63.103,1317,Catoptria verellus,,Crambidae
63.104,1318,Catoptria lythargyrella,,Crambidae
63.105,1319,Chrysocrambus linetella,,Crambidae
63.106,1320,Chrysocrambus craterella,,Crambidae
63.107,1321,Thisanotia chrysonuchella,,Crambidae
63.108,1322,Pediasia fascelinella,,Crambidae
63.109,1323,Pediasia contaminella,,Crambidae
63.11,1324,Pediasia aridella,,Crambidae
63.111,1326,Platytes cerussella,,Crambidae
63.112,1325,Platytes alpinella,,Crambidae
63.113,1327,Ancylolomia tentaculella,,Crambidae
63.114,1345,Elophila nymphaeata,Brown China-mark,Crambidae
63.114,,Nymphula nymphaeata,Brown China-mark,Crambidae
63.1141,1346,Elophila difflualis,,Crambidae
63.1141,1346,Nymphula enixalis,,Crambidae
63.1142,1347,Elophila melagynalis,,Crambidae
63.1142,1347,Nymphula melagynalis,,Crambidae
63.1143,1347a,Elophila manilensis,,Crambidae
63.1143,1347a,Nymphula manilensis,,Crambidae
63.1144,1355,Elophila obliteralis,,Crambidae
63.115,1331,Acentria ephemerella,Water Veneer,Crambidae
63.115,,Acentria nivea,Water Veneer,Crambidae
63.116,1354,Cataclysta lemnata,Small China-mark,Crambidae
63.117,1348,Parapoynx stratiotata,Ringed China-mark,Crambidae
63.1171,1351,Parapoynx diminutalis,,Crambidae
63.1172,1351a,Parapoynx fluctuosalis,,Crambidae
63.1173,1351b,Parapoynx crisonalis,,Crambidae
63.1174,1349,Parapoynx obscuralis,,Crambidae
63.1175,1353,Paraponyx bilinealis,,Crambidae
63.1176,1353a,Parapoynx polydectalis,,Crambidae
63.1177,1352,Agassiziella angulipennis,,Crambidae
63.118,1350,Nymphula nitidulata,Beautiful China-mark,Crambidae
63.119,1355a,Musotima nitidalis,,Crambidae
63.12,1328,Schoenobius gigantella,,Crambidae
63.121,1329,Donacaula forficella,,Crambidae
63.122,1330,Donacaula mucronella,,Crambidae
74.0121,2419,Earias biplaga,Spiny Bollworm,Nolidae
74.0122,2420a,Earias vittella,Eastern Bollworm,Nolidae
74.0123,2424a,Pardasena virgulana,Grey Square,Nolidae
B100,2234,Scotochrosta pulla,Ash Shoulder-knot,Nolidae
B101,2207,Leucania commoides,,Nolidae
B102,2210,Graphania dives,Maori,Nolidae
B103,2096,Feltia subterranea,Tawny Shoulder,Nolidae
B104,2086,Agrotis spinifera,Gregson's Dart,Nolidae
B105,2424,Nycteola degenerana,Sallow Nycteoline,Nolidae
B16,679,Depressaria emeritella,,Nolidae
B17,785,Bryotropha figulella,,Nolidae
B18,842,Sophronia humerella,,Nolidae
B26,876,Auximobasis normalis,,Nolidae
B27,1508b,Stenoptilia aridus,,Nolidae
B29,1003,Lozotaenia subocellana,,Nolidae
B30,995,Clepsis trileucana,,Nolidae
B31,996,Clepsis melaleucanus,,Nolidae
B34,953,Eugnosta lathoniana,,Nolidae
B35,1203,Thiodia torridana,,Nolidae
B4,193,Canephora hirsuta,,Nolidae
