abh_number,plant_species,hostplant_category
73.368,Apple Malus domestica,1
73.368,Blackthorn Prunus spinosa,1
73.368,Hawthorn Crataegus monogyna,1
73.368, Common Comfrey Symphytum officinale,1
73.368,sowthistles Sonchus spp.,1
73.368,Butterfly-bush Buddleja davidii,1
73.368,geraniums Pelargonium spp.,1
73.368,willowherbs Epilobium spp.,1
73.368,Cleavers Galium aparine,1
73.368,Groundsel Senecio vulgaris,1
73.368,Honeysuckle Lonicera periclymenum,1
73.368,Auricula Primula auricula,1
74.001, Pedunculate Oak Quercus robur,1
74.002,Dewberry Rubus caesius,1
74.002, Wild Strawberry Fragaria vesca,1
74.002,Raspberry Rubus idaeus,1
74.002,Bramble Rubus fruticosus,1
74.003,Apple Malus domestica,1
74.003,Blackthorn Prunus spinosa,1
74.003, Midland Hawkbit Crataegus laevigata,1
74.003,Pear Pyrus communis,1
74.003,cherries Prunus spp.,1
74.003,Hawthorn Crataegus monogyna,1
74.004, Holm Oak Quercus ilex,1
74.004, Downy Birch Betula pubescens,1
74.004,Blackthorn Prunus spinosa,1
74.004, Pedunculate Oak Quercus robur,1
74.004,Beech Fagus sylvatica,1
74.004, Small-leaved Lime Tilia cordata,1
74.004,Buckthorn Rhamnus cathartica,1
74.004,Apple Malus domestica,1
74.007, Sessile Oak Quercus petraea,1
74.007, Silver Birch Betula pendula,1
74.007, Downy Birch Betula pubescens,1
74.007, Pedunculate Oak Quercus robur,1
74.007,Beech Fagus sylvatica,1
74.008, Pedunculate Oak Quercus robur,1
74.008, Sessile Oak Quercus petraea,1
74.008,limes Tilia spp.,1
74.008, Silver Birch Betula pendula,1
74.008, Sweet Chestnut Castanea sativa,1
74.008, Downy Birch Betula pubescens,1
74.008,Blackthorn Prunus spinosa,1
74.008,Hazel Corylus avellana,1
74.008,Aspen Populus tremula,1
74.008,Alder Alnus glutinosa,1
74.008,Beech Fagus sylvatica,1
74.008,elms Ulmus spp.,1
74.009, Holm Oak Quercus ilex,1
74.009,larches Larix spp.,1
74.009, Pedunculate Oak Quercus robur,1
74.011,Osier Salix viminalis,1
74.011, Hybrid Salix x fragilis,1
74.011, White Willow Salix alba,1
74.011, Creeping Willow Salix repens,1
74.011, Goat Willow Salix caprea,1
74.011, Grey Willow Salix cinerea,1
74.011, Almond Willow Salix triandra,1
